day,trips,passenger_count,trip_time_in_secs,trip_distance,fare_amount
923,41,54,25322,86,398.5
924,44,58,25367,87,411.5
925,39,59,26241,106,436.0
926,37,58,25506,95,405.5
927,38,48,25799,75,399.8
928,40,52,25914,112,506.0
929,40,51,25758,81,449.0
930,44,64,25693,102,434.0
931,43,68,25911,95,427.0
932,48,67,25608,102,447.0
933,43,60,25621,111,451.5
934,37,51,25222,97,458.5
935,45,55,25258,98,429.0
936,39,49,25320,104,436.5
937,42,57,25264,96,416.0
938,45,56,25548,87,407.0
939,41,49,25486,115,456.5
940,43,53,25576,98,428.5
941,44,66,25985,97,432.0
942,42,44,25377,108,440.5
943,40,48,25355,99,426.5
944,45,45,25515,102,448.5
945,40,40,25522,88,401.5
946,38,38,26460,143,528.0
947,44,48,25231,82,405.5
948,41,42,25446,112,457.0
949,55,55,26267,108,472.5
950,42,42,26368,101,439.5
951,46,55,25866,92,428.0
952,37,37,26870,129,488.0
953,42,42,26340,114,463.0
954,44,44,25980,91,421.5
955,49,49,25380,89,428.5
956,39,39,25380,112,433.5
957,42,114,25380,89,403.0
958,40,48,25260,83,395.0
959,31,31,26280,99,405.5
960,45,212,26040,107,452.5
961,42,58,26040,103,462.5
962,40,181,25740,104,479.5
963,43,211,25560,99,427.0
964,42,236,25440,86,465.5
965,39,234,25860,93,408.0
966,45,80,25380,95,419.5
967,46,200,25260,86,397.0
968,41,199,25320,94,404.5
969,45,204,25680,103,444.5
970,36,136,25500,94,400.5
971,38,187,25680,108,436.0
972,44,169,26460,103,440.0
973,34,46,25320,94,399.5
974,40,64,25680,117,458.5
975,37,59,25740,86,391.0
976,34,44,25920,116,451.0
977,51,164,26100,93,434.5
978,40,40,25860,99,428.0
979,36,91,25440,116,439.5
980,40,108,25200,83,386.5
981,36,40,25200,114,443.0
982,48,59,26520,93,429.0
983,31,48,25500,100,412.0
984,45,46,26640,119,497.0
985,38,38,26220,93,408.5
986,43,43,25260,91,411.0
987,44,44,25380,91,417.5
988,41,48,25560,102,429.5
989,45,45,25320,75,385.0
990,44,44,25920,97,426.5
991,32,33,25440,101,417.5
992,39,40,25200,67,357.0
993,45,45,25200,71,375.5
994,41,65,25380,76,380.0
995,49,49,26040,73,391.5
996,29,45,26880,91,389.5
997,40,40,25320,68,365.0
998,38,38,26160,68,360.5
999,41,41,25860,85,390.0
1000,36,176,27120,156,520.5
1001,44,212,26040,119,474.5
1002,33,137,25320,124,467.5
1003,42,210,25200,124,464.5
1004,36,64,25560,87,391.0
1005,39,187,25260,137,491.0
1006,41,205,25740,142,496.0
1007,40,199,25200,138,491.0
1008,35,147,25560,119,452.5
1009,48,240,26880,131,496.5
1010,39,178,25260,100,419.5
1011,42,203,25980,129,491.5
1012,39,195,25440,135,485.5
1013,48,213,26760,115,468.0
1014,36,161,25380,120,450.5
1015,42,196,26040,84,398.5
1016,27,123,25260,112,425.5
1017,32,147,25440,102,421.5
1018,39,194,26700,129,480.5
1019,40,194,25260,91,400.0
1020,38,184,25440,98,416.5
1021,34,148,25380,96,409.0
1022,36,169,25380,107,414.5
1023,37,176,27180,99,436.5
1024,32,156,25920,94,400.0
1025,45,219,26340,96,429.0
1026,32,163,25260,105,406.0
1027,31,134,25380,118,434.0
1028,40,179,25200,120,463.5
1029,37,189,25680,115,438.0
1030,34,148,25920,96,394.5
1031,45,88,25860,81,398.0
1032,38,69,26520,86,414.0
1033,31,118,25440,78,364.0
1034,38,170,25320,94,423.0
1035,37,172,28020,109,440.5
1036,29,106,26220,96,398.0
1037,45,100,25680,92,423.0
1038,36,59,25980,97,406.0
1039,37,37,25560,83,385.5
1040,39,39,25260,105,424.5
1041,40,40,25860,105,434.5
1042,33,33,25440,129,458.5
1043,34,122,25320,83,374.5
1044,37,41,25440,99,413.0
1045,46,46,26100,82,400.0
1046,38,38,25440,98,400.0
1047,36,36,25740,86,388.5
1048,44,85,25500,98,422.5
1049,43,53,25500,84,388.5
1050,38,58,26940,91,405.0
1051,38,44,25560,97,412.5
1052,39,39,25200,96,401.5
1053,36,46,25200,99,419.5
1054,36,89,25560,104,412.5
1055,40,78,25620,101,414.0
1056,38,78,25380,102,430.0
1057,42,65,25980,112,458.0
1058,35,84,25740,104,423.5
1059,45,46,25320,91,418.5
1060,38,38,25560,93,402.5
1061,37,37,26340,89,395.0
1062,45,45,25620,89,404.0
1063,40,40,25260,94,434.0
1064,43,44,25200,100,443.0
1065,41,41,25560,109,442.0
1066,39,70,25560,101,430.5
1067,39,39,25200,101,411.0
1068,39,39,25440,76,373.0
1069,44,44,25200,87,392.0
1070,36,37,25288,114,439.5
1071,41,41,25440,87,392.0
1072,39,39,25708,121,494.5
1073,32,36,26253,119,475.0
1074,31,31,26264,105,413.0
1075,41,49,25327,86,396.0
1076,41,41,25740,102,426.0
1077,41,42,25462,101,426.5
1078,26,28,25480,105,431.0
1079,32,34,25214,116,442.5
1080,29,39,26299,96,385.0
1081,35,40,25711,117,462.0
1082,38,42,25733,112,441.5
1083,38,51,26625,108,440.5
1084,27,36,25360,108,424.0
1085,36,42,25636,90,390.0
1086,43,46,25315,85,402.5
1087,32,41,25463,136,483.0
1088,40,55,26141,91,412.5
1089,42,52,25258,90,415.5
1090,31,39,25800,133,487.5
1091,37,54,25444,112,445.0
1092,29,44,25347,114,458.0
1093,45,57,26252,140,581.25
1094,44,60,25211,106,450.0
1095,40,52,26004,89,417.5
1096,36,55,26386,141,503.0
1097,38,56,25419,117,456.5
1098,39,56,25514,97,416.5
1099,41,54,25353,113,459.5
1100,39,49,26233,120,464.0
1101,36,55,25528,145,515.5
1102,40,58,25482,141,523.5
1103,38,61,25951,135,499.5
1104,33,51,25829,137,490.0
1105,37,57,26037,135,499.5
1106,28,37,25212,129,454.0
1107,31,41,26288,135,479.0
1108,35,51,25450,134,486.0
1109,30,41,25426,141,487.0
1110,31,38,25692,123,436.0
1111,28,34,25475,137,476.0
1112,29,40,25602,153,510.5
1113,31,49,26031,141,488.5
1114,40,52,25666,91,406.5
1115,39,51,25234,117,466.5
1116,34,51,26561,165,555.0
1117,39,55,25742,115,471.0
1118,35,45,26153,114,447.0
1119,39,59,25430,124,448.0
1120,33,48,25628,122,455.0
1121,34,44,25329,140,489.5
1122,45,73,25560,105,444.0
1123,38,59,25512,129,517.0
1124,28,45,25252,123,440.5
1125,36,57,30000,136,462.0
1126,39,54,25440,117,497.0
1127,35,58,25800,112,443.0
1128,33,49,25740,105,463.5
1129,36,55,25620,117,567.0
1130,35,61,25670,121,469.0
1131,32,45,25421,117,432.0
1132,41,56,25200,124,510.5
1133,40,47,26040,139,512.5
1134,36,59,25500,105,412.0
1135,28,35,25620,140,474.5
1136,33,44,25380,114,430.5
1137,36,54,26220,112,433.5
1138,38,56,25740,147,525.5
1139,36,52,26700,107,436.5
1140,28,39,25500,107,474.0
1141,29,34,25260,104,413.5
1142,36,55,25560,109,440.0
1143,28,35,25260,97,395.0
1144,34,40,25800,108,487.0
1145,30,38,25680,121,506.5
1146,32,36,25440,79,371.0
1147,36,121,25740,91,405.5
1148,31,44,26760,106,427.5
1149,38,85,25620,83,392.5
1150,33,60,26340,88,395.0
1151,32,107,25620,118,464.0
1152,40,220,25260,95,414.5
1153,36,151,25860,87,394.5
1154,32,108,25620,101,407.0
1155,39,176,25320,100,420.5
1156,36,153,25920,105,444.5
1157,41,192,25320,97,419.0
1158,35,160,25800,124,455.0
1159,37,198,25860,88,399.5
1160,30,138,26100,105,459.5
1161,38,159,25200,116,453.5
1162,40,163,26280,104,490.5
1163,36,96,27600,124,452.5
1164,51,93,26040,110,460.0
1165,41,78,25680,102,432.5
1166,37,90,25980,118,444.5
1167,46,206,25260,86,402.0
1168,43,86,25740,111,453.0
1169,51,158,26160,90,432.0
1170,35,47,25440,114,438.0
1171,38,38,25320,93,401.0
1172,43,51,26820,98,442.0
1173,39,39,26220,99,424.5
1174,37,39,25800,79,384.0
1175,33,59,25680,111,432.0
1176,45,69,25740,115,468.5
1177,40,40,25680,107,430.5
1178,33,34,25740,88,391.0
1179,39,39,25260,90,405.0
1180,41,42,25200,74,378.0
1181,37,37,26340,82,391.0
1182,38,39,25334,96,399.0
1183,37,37,25680,114,434.5
1184,42,51,25260,94,410.5
1185,38,39,25500,93,410.5
1186,44,56,25449,78,383.5
1187,36,49,25349,98,421.5
1188,39,51,25866,91,408.5
1189,39,49,26151,102,431.0
1190,36,49,26660,139,517.5
1191,46,53,25651,111,460.0
1192,33,40,26589,145,524.0
1193,43,56,25670,137,516.5
1194,43,43,25361,92,418.5
1195,46,48,25877,104,459.5
1196,34,35,25769,129,475.0
1197,35,35,25261,94,406.0
1198,52,54,26292,110,468.0
1199,39,52,25449,82,397.0
1200,43,43,25643,95,432.0
1201,36,37,25508,101,422.0
1202,47,49,25787,99,452.5
1203,33,37,25425,118,450.5
1204,43,46,25598,114,473.0
1205,45,52,25761,82,406.5
1206,37,44,25506,97,406.0
1207,28,41,25930,101,381.5
1208,34,44,25533,117,443.0
1209,31,47,25944,136,488.0
1210,28,41,25552,105,399.5
1211,34,59,25380,108,431.0
1212,35,49,26182,134,503.0
1213,40,57,25284,108,446.0
1214,36,38,25680,104,432.0
1215,34,53,26866,123,462.5
1216,38,55,25587,112,449.5
1217,40,53,25412,106,439.0
1218,38,50,26200,103,433.5
1219,36,54,25788,104,430.5
1220,29,38,25449,99,385.0
1221,36,52,25977,118,457.5
1222,32,45,25908,116,466.0
1223,31,41,26263,106,422.5
1224,40,51,25721,104,459.0
1225,34,44,25260,92,395.0
1226,29,42,25204,101,403.5
1227,36,46,26048,117,451.5
1228,40,48,25920,107,433.5
1229,35,46,25560,101,409.0
1230,36,44,25560,107,418.75
1231,38,43,25500,101,414.0
1232,33,39,25894,92,392.5
1233,41,47,25402,87,394.5
1234,37,50,25680,112,437.5
1235,38,40,26040,88,391.0
1236,37,44,25440,101,413.5
1237,33,43,25380,99,409.5
1238,43,46,25560,94,432.5
1239,34,49,26700,129,474.0
1240,40,43,25800,81,388.0
1241,39,44,25800,107,428.0
1242,37,38,25860,93,409.0
1243,27,38,25260,97,386.0
1244,35,36,25265,78,363.0
1245,33,37,25920,85,381.0
1246,45,49,25440,82,387.0
1247,33,35,25690,80,354.5
1248,46,53,25764,96,443.5
1249,37,41,25794,81,584.5
1250,42,46,25320,79,375.0
1251,37,39,25440,78,375.0
1252,38,44,26625,96,409.0
1253,34,38,25261,73,363.5
1254,37,44,25823,83,387.0
1255,38,42,25252,64,349.5
1256,45,45,25336,103,452.0
1257,42,47,26056,92,412.5
1258,38,48,25656,96,413.0
1259,35,39,25593,107,437.5
1260,41,56,25620,79,394.0
1261,32,42,25927,120,499.0
1262,25,30,25329,105,400.5
1263,39,60,25706,91,421.5
1264,38,49,25732,98,435.0
1265,31,38,26634,92,393.0
1266,31,38,26534,93,403.0
1267,38,44,25367,76,365.0
1268,41,48,25203,94,410.5
1269,43,49,25355,97,475.3
1270,36,47,29666,76,381.0
1271,37,42,25650,76,353.0
1272,39,42,25299,91,415.5
1273,40,48,25691,88,404.5
1274,36,45,25556,96,442.5
1275,37,48,25854,108,449.5
1276,35,41,26054,82,382.5
1277,43,54,25648,106,429.5
1278,36,46,25209,114,438.0
1279,33,37,25809,120,483.5
1280,39,43,25359,99,413.5
1281,36,39,26021,106,438.5
1282,40,55,26007,103,435.5
1283,36,39,25761,103,421.5
1284,37,42,26260,90,404.0
1285,48,53,25715,99,443.5
1286,31,32,26755,103,425.5
1287,36,36,25980,105,429.5
1288,28,28,25500,102,404.0
1289,41,41,25440,93,410.5
1290,35,41,25320,120,476.5
1291,33,54,25725,114,452.0
1292,35,35,25560,92,403.5
1293,37,38,27360,99,458.5
1294,37,47,25200,102,416.5
1295,40,64,25440,102,440.5
1296,36,60,25500,131,485.0
1297,38,75,27000,122,468.0
1298,35,68,25800,121,464.0
1299,43,92,25500,107,453.5
1300,47,79,25500,111,466.5
1301,32,63,26460,112,438.0
1302,39,81,25680,98,424.0
1303,39,83,25200,122,472.5
1304,38,84,26280,96,419.0
1305,33,72,26280,125,462.0
1306,37,89,27120,107,437.0
1307,42,93,25860,119,479.0
1308,33,77,25560,106,421.5
1309,39,105,25800,104,440.0
1310,35,130,25260,131,475.5
1311,30,152,25260,83,375.5
1312,33,74,25740,100,408.0
1313,38,145,25260,106,429.0
1314,42,154,25200,111,450.0
1315,30,180,25200,102,403.0
1316,38,223,25560,114,465.0
1317,39,234,29100,104,450.5
1318,30,180,25380,105,407.5
1319,26,121,25740,134,491.0
1320,33,168,25440,133,482.0
1321,43,203,25860,101,431.5
1322,35,135,25680,80,386.5
1323,32,144,25260,91,366.0
1324,27,103,25500,141,597.0
1325,37,113,25500,108,564.0
1326,31,72,25320,123,461.0
1327,38,38,25787,152,534.5
1328,46,49,25286,101,449.0
1329,33,168,25973,132,523.5
1330,25,45,25320,151,519.0
1331,43,50,25481,106,442.0
1332,39,53,25514,103,417.5
1333,39,54,25420,82,369.0
1334,36,46,26502,117,490.5
1335,39,64,25440,131,510.0
1336,30,48,25529,159,528.5
1337,35,43,25460,105,430.0
1338,32,45,26039,127,465.5
1339,38,52,25531,102,416.5
1340,32,43,25409,122,447.0
1341,33,49,25725,114,431.0
1342,29,43,25384,108,419.5
1343,38,47,25456,80,390.5
1344,33,47,25523,105,441.0
1345,37,46,25456,94,407.5
1346,37,44,25707,98,410.0
1347,31,35,25380,152,521.0
1348,32,32,25525,130,485.5
1349,34,34,25805,116,440.5
1350,34,35,25222,114,436.0
1351,42,43,26666,106,447.5
1352,30,30,25540,120,456.5
1353,38,43,25321,96,408.5
1354,35,41,25286,123,464.0
1355,28,32,25396,126,460.5
1356,29,30,26384,154,527.5
1357,37,38,26429,132,528.5
1358,36,36,25466,112,441.5
1359,35,36,25691,118,453.5
1360,37,38,25536,105,444.5
1361,25,25,25321,124,437.0
1362,33,33,25573,118,440.0
1363,33,34,25343,99,434.0
1364,39,39,25403,98,409.5
1365,33,33,25984,102,414.0
1366,45,45,25534,103,436.5
1367,39,39,25800,103,409.5
1368,38,38,25380,108,419.0
1369,33,33,25440,91,389.0
1370,41,41,25549,99,418.0
1371,35,36,25914,95,441.0
1372,32,32,25380,91,385.0
1373,44,44,25260,103,435.0
1374,44,44,25620,72,382.0
1375,37,37,25320,96,405.5
1376,29,29,25200,79,355.5
1377,42,42,26040,104,439.5
1378,44,44,25659,92,411.0
1379,41,44,25680,98,478.5
1380,40,40,25380,100,424.0
1381,45,45,25560,79,391.0
1382,36,36,25680,88,393.5
1383,37,37,25380,70,363.0
1384,43,43,25680,83,390.5
1385,41,41,25380,92,414.5
1386,48,48,25380,80,392.5
1387,31,75,25440,114,445.0
1388,32,32,25500,105,426.0
1389,32,69,27300,102,376.4
1390,24,86,25320,90,356.2
1391,32,120,26040,93,379.4
1392,34,156,25740,102,348.4
1393,30,106,25680,92,383.7
1394,38,190,26460,109,444.0
1395,38,184,25740,96,399.5
1396,26,127,25320,114,429.0
1397,32,160,25620,112,441.0
1398,26,88,25680,110,317.40000000000003
1399,41,184,26340,89,464.7
1400,26,130,25740,91,376.0
1401,34,166,25260,87,354.0
1402,41,191,25320,84,398.5
1403,33,137,25320,99,457.5
1404,36,124,25860,94,395.5
1405,32,127,26100,98,410.5
1406,33,82,26640,90,412.5
1407,37,150,25500,94,408.5
1408,29,118,25860,100,404.5
1409,39,70,25380,96,456.5
1410,34,54,25320,114,486.5
1411,41,57,25860,102,534.0
1412,35,54,26160,85,383.0
1413,42,53,26340,98,555.0
1414,32,52,25200,89,378.0
1415,44,47,25980,132,555.0
1416,48,53,25620,93,557.5
1417,37,39,25320,91,446.0
1418,41,48,25620,93,403.5
1419,43,74,25560,92,412.0
1420,31,33,25980,106,416.0
1421,38,38,26940,111,556.5
1422,45,45,25200,97,421.0
1423,33,44,25200,79,409.5
1424,30,48,25500,109,422.0
1425,32,51,26700,104,423.0
1426,40,65,26040,80,390.5
1427,37,97,26640,108,439.5
1428,37,48,25440,90,385.0
1429,46,226,25260,99,424.5
1430,41,226,26400,113,454.5
1431,32,37,25200,93,389.0
1432,45,255,25200,112,455.0
1433,39,139,25860,94,412.5
1434,40,80,25440,79,376.0
1435,33,93,25500,104,413.0
1436,31,111,25680,86,376.5
1437,36,216,25200,96,407.0
1438,33,198,25800,111,430.5
1439,37,217,25500,116,483.5
1440,39,234,25200,93,410.0
1441,32,187,25680,113,437.0
1442,37,218,25440,100,441.5
1443,42,252,25440,101,420.5
1444,28,156,25200,143,490.5
1445,21,108,27960,161,441.5
1446,26,137,25620,162,549.5
1447,24,128,26520,158,468.5
1448,44,243,25680,83,521.0
1449,34,198,27540,129,420.0
1450,31,157,25320,125,510.0
1451,29,146,26880,125,523.5
1452,37,205,25500,128,543.0
1453,41,243,25680,102,427.5
1454,31,179,31800,151,472.0
1455,37,203,25800,116,465.0
1456,37,200,25680,120,454.5
1457,33,172,25440,129,484.0
1458,44,217,25200,116,462.5
1459,44,208,25800,131,500.5
1460,41,218,25440,127,490.0
1461,37,193,25740,113,490.0
1462,23,115,26160,125,544.0
1463,39,227,25380,122,457.5
1464,43,159,25320,135,504.0
1465,38,117,25320,117,444.0
1466,44,80,25620,116,469.0
1467,40,41,25380,108,437.5
1468,39,130,25560,133,481.5
1469,38,88,25260,124,465.0
1470,41,44,25320,118,466.5
1471,39,50,26880,130,488.5
1472,36,54,25320,132,478.0
1473,40,42,25200,130,480.0
1474,44,47,25440,110,451.0
1475,40,40,25560,108,435.5
1476,42,43,25320,104,460.0
1477,37,47,25920,117,449.0
1478,34,34,25440,116,420.0
1479,39,41,25380,108,449.0
1480,34,78,26160,108,427.0
1481,36,81,25260,102,425.5
1482,32,66,26580,92,403.0
1483,33,77,25560,103,418.5
1484,38,84,25320,98,418.5
1485,33,58,25620,140,572.5
1486,38,90,26280,91,396.5
1487,34,88,25500,92,388.0
1488,32,75,25620,126,541.5
1489,35,136,26580,121,469.5
1490,32,79,25980,107,429.5
1491,41,161,25680,138,517.0
1492,35,166,25320,118,444.5
1493,32,80,25380,120,442.0
1494,36,90,27180,106,438.5
1495,34,117,25260,94,397.0
1496,27,65,25620,102,411.0
1497,38,131,25560,102,422.5
1498,37,178,25320,131,519.5
1499,37,160,25740,136,480.0
1500,42,149,25260,125,597.5
1501,36,90,25440,106,437.5
1502,35,133,25860,145,514.5
1503,37,63,25500,101,418.5
1504,36,59,26100,96,406.0
1505,44,124,25260,115,455.0
1506,48,128,25740,106,441.5
1507,53,190,27960,122,494.0
1508,39,195,25440,111,421.0
1509,37,89,25740,105,423.0
1510,45,201,25680,138,529.0
1511,36,53,25800,99,412.5
1512,43,143,25980,111,444.5
1513,40,192,25500,99,414.0
1514,41,202,25680,118,450.0
1515,38,190,25620,122,447.0
1516,36,174,25620,101,400.5
1517,40,200,25440,113,441.0
1518,39,194,25560,139,513.0
1519,42,198,25860,119,456.0
1520,41,205,25620,127,472.5
1521,38,175,25440,116,437.5
1522,37,182,25800,100,417.0
1523,29,52,25980,161,515.5
1524,20,25,27780,174,580.5
1525,27,70,25620,146,517.5
1526,29,86,27360,136,483.0
1527,22,66,29220,161,504.0
1528,33,141,25260,124,445.5
1529,21,22,25680,169,593.5
1530,25,50,26820,182,566.0
1531,18,20,27000,145,424.0
1532,23,59,25380,142,532.0
1533,21,21,25260,150,482.0
1534,38,124,25440,135,480.5
1535,20,21,25440,152,500.0
1536,38,90,26040,118,452.0
1537,38,62,25620,123,522.0
1538,19,41,25560,148,466.5
1539,32,46,25500,116,433.0
1540,48,120,25500,85,417.0
1541,38,61,25560,114,455.5
1542,34,46,25260,107,426.0
1543,41,63,26640,124,486.5
1544,45,57,25920,119,471.0
1545,41,61,27540,108,444.5
1546,34,34,25380,108,425.5
1547,39,77,26580,100,459.0
1548,50,68,25320,92,420.0
1549,35,36,25380,106,415.5
1550,49,53,27900,98,444.0
1551,38,55,26700,121,470.5
1552,37,39,25440,99,418.5
1553,40,67,25260,124,470.5
1554,41,122,25680,106,455.5
1555,44,115,25560,98,481.0
1556,40,104,25320,91,404.5
1557,33,91,25920,133,473.5
1558,40,130,25500,99,426.5
1559,40,111,25560,109,437.0
1560,31,78,25380,110,445.5
1561,39,128,25560,100,432.5
1562,41,125,25442,95,480.0
1563,34,99,25440,81,371.5
1564,39,121,25800,99,438.0
1565,40,99,25587,84,457.0
1566,36,111,25316,90,395.0
1567,38,100,25889,84,396.0
1568,34,112,25560,135,476.0
1569,34,98,27360,120,485.0
1570,42,105,25538,88,408.5
1571,40,93,26007,86,401.0
1572,40,66,26010,109,437.5
1573,48,78,25461,101,436.5
1574,42,103,25432,91,413.0
1575,46,65,25773,94,461.5
1576,43,74,25273,99,472.0
1577,43,71,25746,104,437.0
1578,42,58,25376,98,408.0
1579,46,64,25386,89,410.5
1580,40,58,25609,109,493.0
1581,40,68,25664,117,450.0
1582,43,69,25444,106,430.0
1583,54,80,25528,101,480.5
1584,33,68,25243,110,420.5
1585,42,69,25258,99,417.0
1586,42,77,25299,91,416.5
1587,35,59,25368,96,407.5
1588,43,62,25351,104,432.5
1589,39,68,25569,105,433.0
1590,41,56,25377,95,406.5
1591,49,68,25477,93,420.5
1592,40,55,25483,102,484.0
1593,40,44,26030,106,435.5
1594,31,35,25308,136,487.0
1595,33,38,25656,103,411.0
1596,37,42,26154,106,434.0
1597,36,39,27297,142,506.5
1598,40,40,25220,115,506.0
1599,34,34,25219,119,457.5
1600,39,39,25330,92,411.5
1601,37,37,26057,95,422.0
1602,39,39,25485,91,402.0
1603,46,46,25703,88,413.0
1604,44,44,26093,94,420.0
1605,43,47,25410,83,397.0
1606,38,38,25247,85,397.0
1607,36,36,26454,114,468.5
1608,36,36,26022,90,444.5
1609,44,44,25543,109,509.0
1610,43,43,25224,79,392.0
1611,40,40,25547,65,362.5
1612,40,40,25488,85,402.5
1613,37,37,26167,75,376.0
1614,36,36,25339,106,428.5
1615,46,49,25619,81,396.0
1616,34,34,25800,91,420.5
1617,47,47,25980,80,403.0
1618,36,49,26220,93,414.5
1619,44,68,25500,87,416.5
1620,35,35,25320,87,414.0
1621,40,50,26700,82,402.5
1622,46,128,25200,116,468.5
1623,37,99,25380,117,477.5
1624,36,98,25920,122,528.0
1625,43,157,25560,119,499.3
1626,46,158,26340,109,530.5
1627,40,147,25800,139,494.5
1628,41,101,26220,112,449.5
1629,34,67,25740,103,414.0
1630,41,78,25260,97,417.0
1631,35,47,25500,104,421.0
1632,40,78,25200,90,403.0
1633,46,144,25800,116,498.5
1634,41,123,26160,114,454.5
1635,41,94,25380,124,477.0
1636,32,50,25320,99,488.5
1637,34,48,25620,106,432.0
1638,31,48,25680,104,421.0
1639,36,49,25380,116,479.0
1640,42,57,25920,95,424.0
1641,39,56,25800,90,405.5
1642,39,50,25380,99,429.5
1643,39,58,25260,112,463.0
1644,42,61,25620,84,405.5
1645,33,41,25512,94,420.5
1646,33,46,27183,126,506.5
1647,33,40,25452,110,452.5
1648,39,47,25648,102,426.5
1649,42,51,25368,104,439.0
1650,41,54,25788,101,485.0
1651,40,51,26172,93,418.0
1652,35,48,25242,102,418.5
1653,41,51,25624,78,388.0
1654,36,45,25491,116,511.0
1655,41,64,25221,106,446.0
1656,38,60,25618,102,419.0
